"businessLegalName","doingBusinessAsName","businessAddressText","streetAddressText","cityName","stateCode","zipCode","sectionCodeList"
"ARGOSY EDUCATION GROUP, LLC","ARGOSY UNIVERSITY, NORTHERN VIRGINIA","1550 WILSON BLVD # 700 ARLINGTON VA 22209-2490","1550 WILSON BLVD","ARLINGTON","VA","22209-2490","58: Personal Services, 61: Retail Merchant"
"ARI DESIGN BUILD INC","MICHAEL T PUSKAR CONSTRUCTION SERVICES","3483 MADELYN CT WOODBRIDGE VA 22192-6472","3483 MADELYN CT","WOODBRIDGE","VA","22192-6472","64: Contractors"
"ARI INSTALLERS INC","","6930 SAN TOMAS RD ELKRIDGE MD 21075-6227","6930 SAN TOMAS RD","ELKRIDGE","MD","21075-6227","64: Contractors"
"ARIZA-NINO EDGAR J AND STEHLING JUDITH M","","","","","","","71A: Renting Residential Property"
"ARK SYSTEMS INC","","9176 RED BRANCH RD # A COLUMBIA MD 21045-2001","9176 RED BRANCH RD","COLUMBIA","MD","21045-2001","64: Contractors"
"ARKAR CONSTRUCTION INC","ARKAR CONST INC","4901 TEN OAKS RD DAYTON MD 21036-1150","4901 TEN OAKS RD","DAYTON","MD","21036-1150","64: Contractors"
"ARKO ELECTRICAL CONTRACTORS INC","","12342 WILKINS AVE ROCKVILLE MD 20852-1828","12342 WILKINS AVE","ROCKVILLE","MD","20852-1828","64: Contractors"
"ARKTIS DETECTION SYSTEMS INC","","2011 CRYSTAL DR # 400 ARLINGTON VA 22202-3709","2011 CRYSTAL DR","ARLINGTON","VA","22202-3709","57B: Specialized"
"ARLAND TOWERS LLC","ARLAND LLC","1000 WILSON BLVD # 700 ARLINGTON VA 22209-3906","1000 WILSON BLVD","ARLINGTON","VA","22209-3906","591: Parking Garages/Lots, 71B: Renting Commercial Real Estate"
"ARLINGTON 31 LLC","","","","","","","71A: Renting Residential Property"
"ARLINGTON ACADEMY OF HOPE","","3100 CLARENDON BLVD # 200 ARLINGTON VA 22201-5330","3100 CLARENDON BLVD","ARLINGTON","VA","22201-5330","57B: Specialized"
"ARLINGTON ALEXANDRIA ENDODONTICS PLLC","","1635 N GEORGE MASON DR # 410 ARLINGTON VA 22205-3617","1635 N GEORGE MASON DR","ARLINGTON","VA","22205-3617","57A: Professional"
"ARLINGTON ARTISTS ALLIANCE","STUDIOS ART UNDERGROUND CYAN","2146 CRYSTAL PLAZA ARC ARLINGTON VA 22202-4601","2146 CRYSTAL PLAZA ARC","ARLINGTON","VA","22202-4601","57B: Specialized"
"ARLINGTON ARTISTS ALLIANCE","GALLERY ART UNDERGROUND","2120 CRYSTAL PLAZA ARC # A ARLINGTON VA 22202-4601","2120 CRYSTAL PLAZA ARC","ARLINGTON","VA","22202-4601","57B: Specialized"
"ARLINGTON ARTISTS ALLIANCE","STUDIOS ART UNDERGROUND VIOLET","2170 CRYSTAL PLAZA ARC ARLINGTON VA 22202-4601","2170 CRYSTAL PLAZA ARC","ARLINGTON","VA","22202-4601","57B: Specialized"
"ARLINGTON ARTISTS ALLIANCE","STUDIOS ART UNDERGROUND BLUE","2102 CRYSTAL PLAZA ARC ARLINGTON VA 22202-4601","2102 CRYSTAL PLAZA ARC","ARLINGTON","VA","22202-4601","57B: Specialized"
"ARLINGTON ARTS CENTER","","3550 WILSON BLVD ARLINGTON VA 22201-2322","3550 WILSON BLVD","ARLINGTON","VA","22201-2322","61: Retail Merchant"
"ARLINGTON ASSET INVESTMENT CORP","","1001 19TH ST N # 1900 ARLINGTON VA 22209-1720","1001 19TH ST N","ARLINGTON","VA","22209-1720","57B: Specialized, 83: Money Lenders"
"ARLINGTON AUTO CLINIC LLC","WILSON GAS","5000 WILSON BLVD ARLINGTON VA 22203-1441","5000 WILSON BLVD","ARLINGTON","VA","22203-1441","60: Repair Services, 61: Retail Merchant, 612: Filling Station"
"ARLINGTON AUTO REPAIR LLC","ARLINGTON AUTO REPAIR","3900 S FOUR MILE RUN DR ARLINGTON VA 22206-2342","3900 S FOUR MILE RUN DR","ARLINGTON","VA","22206-2342","60: Repair Services"
"ARLINGTON AUTO SALES INC","","2427 S SHIRLINGTON RD ARLINGTON VA 22206-2531","2427 S SHIRLINGTON RD","ARLINGTON","VA","22206-2531","61: Retail Merchant"
"ARLINGTON AUTOMOTIVE GROUP LLC","","3421 WASHINGTON BLVD ARLINGTON VA 22201-4507","3421 WASHINGTON BLVD","ARLINGTON","VA","22201-4507","60: Repair Services, 61: Retail Merchant"
"ARLINGTON BOILER REPAIR INC","","21595 CEDAR LN # D STERLING VA 20166-9262","21595 CEDAR LN","STERLING","VA","20166-9262","64: Contractors"
"ARLINGTON BOULEVARD APTS LLC","ARLINGTON BLVD APARTMENTS","2040 COLUMBIA PIKE ARLINGTON VA 22204-6236","2040 COLUMBIA PIKE","ARLINGTON","VA","22204-6236","71A: Renting Residential Property"
"ARLINGTON BOULEVARD LLC","DAYS INN ARLINGTON","2201 ARLINGTON BLVD ARLINGTON VA 22201-1300","2201 ARLINGTON BLVD","ARLINGTON","VA","22201-1300","72: Lodging"
"ARLINGTON BUSINESS CENTER LLC","","1100 N GLEBE RD # 1010 ARLINGTON VA 22201-5786","1100 N GLEBE RD","ARLINGTON","VA","22201-5786","58: Personal Services"
"ARLINGTON CENTENNIAL - GLEBE TEMPLE CORP","","1 S GEORGE MASON DR ARLINGTON VA 22204-1371","1 S GEORGE MASON DR","ARLINGTON","VA","22204-1371","591: Parking Garages/Lots"
"ARLINGTON CHAMBER OF COMMERCE INC","","2009 14TH ST N # 100 ARLINGTON VA 22201-2522","2009 14TH ST N","ARLINGTON","VA","22201-2522","57B: Specialized"
"ARLINGTON CHERRYDALE SHOPS, LLC","","3800 LEE HWY ARLINGTON VA 22207-3750","3800 LEE HWY","ARLINGTON","VA","22207-3750","71B: Renting Commercial Real Estate"
"ARLINGTON CINEMA INC","CINEMA N DRAFT HOUSE / PIKEBUZZ/DRAFTHOUSE COMEDY","2903 COLUMBIA PIKE ARLINGTON VA 22204-4336","2903 COLUMBIA PIKE","ARLINGTON","VA","22204-4336","26D: Beer & Wine-On/Off, 562130: Mixed Drinks-151+ Seats, 611: Restaurant, 65: Amusements"
"ARLINGTON CINEMA INC","CINEMA N DRAFT HOUSE / PIKEBUZZ/DRAFTHOUSE COMEDY","2903 COLUMBIA PIKE ARLINGTON VA 22204-4336","2903 COLUMBIA PIKE","ARLINGTON","VA","22204-4336","26D: Beer & Wine-On/Off, 562130: Mixed Drinks-151+ Seats, 611: Restaurant, 65: Amusements"
"ARLINGTON CITY DENTAL ASSOCIATES PLLC","COSMO SMILES DENTAL","1425 S EADS ST # C ARLINGTON VA 22202-2847","1425 S EADS ST","ARLINGTON","VA","22202-2847","57A: Professional"
"ARLINGTON COLLISION CENTER LLC","","3840 S FOUR MILE RUN DR ARLINGTON VA 22206-2305","3840 S FOUR MILE RUN DR","ARLINGTON","VA","22206-2305","60: Repair Services"
"ARLINGTON COMMUNITY ACCESS CORPORATION","ARLINGTON COMMUNITY TV","2701 WILSON BLVD # C ARLINGTON VA 22201-3856","2701 WILSON BLVD","ARLINGTON","VA","22201-3856","59: Business Services"
"ARLINGTON COMMUNITY FEDERAL CREDIT UNION","","2130 N GLEBE RD ARLINGTON VA 22207-2219","2130 N GLEBE RD","ARLINGTON","VA","22207-2219","71B: Renting Commercial Real Estate"
"ARLINGTON COMMUNITY FOUNDATION","","818 N QUINCY ST # 103 ARLINGTON VA 22203-2079","818 N QUINCY ST","ARLINGTON","VA","22203-2079","57B: Specialized"
"ARLINGTON CONCRETE INC","","2219B N COLUMBUS ST ARLINGTON VA 22207-2540","2219B N COLUMBUS ST","ARLINGTON","VA","22207-2540","64: Contractors"
"ARLINGTON COSMETIC AND GENERAL DENTISTRY INC","TODAY'S DENTAL","2522 LEE HWY ARLINGTON VA 22201-4061","2522 LEE HWY","ARLINGTON","VA","22201-4061","57A: Professional"
"ARLINGTON COUNTY BAR ASSOCIATION","","1425 N COURTHOUSE RD # 1800 ARLINGTON VA 22201-2659","1425 N COURTHOUSE RD","ARLINGTON","VA","22201-2659","57B: Specialized"
"ARLINGTON COUNTY FAIR INC","","","","","","","381000: Show & Sale - Non-Profit"
"ARLINGTON COUNTY MEDICAL SOCIETY INC","","4615 OLD DOMINION DR # 1 ARLINGTON VA 22207-3421","4615 OLD DOMINION DR","ARLINGTON","VA","22207-3421","57B: Specialized"
"ARLINGTON COUNTY POLICE CHARITABLE FUND INC","","1425 N COURTHOUSE RD ARLINGTON VA 22201-2685","1425 N COURTHOUSE RD","ARLINGTON","VA","22201-2685","381000: Show & Sale - Non-Profit"
"ARLINGTON DESIGNER HOMES INC","","4719 24TH RD N ARLINGTON VA 22207-3516","4719 24TH RD N","ARLINGTON","VA","22207-3516","81A: Builders/Developers"
"ARLINGTON DEVELOPMENT & CONSULTING GROUP INC","","2300 N PERSHING DR # 202A ARLINGTON VA 22201-1428","2300 N PERSHING DR","ARLINGTON","VA","22201-1428","71B: Renting Commercial Real Estate"
"ARLINGTON ENT ASSOCIATES PC","","1635 N GEORGE MASON DR # 250 ARLINGTON VA 22205-3606","1635 N GEORGE MASON DR","ARLINGTON","VA","22205-3606","57A: Professional"
"ARLINGTON ENTERPRISES LLC","EAGLE CLEANERS","6402 WILLIAMSBURG BLVD ARLINGTON VA 22207-1153","6402 WILLIAMSBURG BLVD","ARLINGTON","VA","22207-1153","58: Personal Services"
"ARLINGTON EXECUTIVE SERVICES LLC","","3033 WILSON BLVD # 700 ARLINGTON VA 22201-3866","3033 WILSON BLVD","ARLINGTON","VA","22201-3866","57B: Specialized"
"ARLINGTON EYE CARE PLLC","","1715 N GEORGE MASON DR # 207 ARLINGTON VA 22205-3650","1715 N GEORGE MASON DR","ARLINGTON","VA","22205-3650","57A: Professional"
"ARLINGTON FAMILY PROPERTY LLC","","","","","","","71B: Renting Commercial Real Estate"
"ARLINGTON FENCE COMPANY","","PO BOX 390 MANASSAS VA 20108-0390","PO BOX 390","MANASSAS","VA","20108-0390","64: Contractors"
"ARLINGTON FOOD ASSISTANCE CENTER","","2708 S NELSON ST ARLINGTON VA 22206-2352","2708 S NELSON ST","ARLINGTON","VA","22206-2352","57B: Specialized"
"ARLINGTON FOREST ASSOCIATES LLC","","9400 FALLS RD POTOMAC MD 20854-3916","9400 FALLS RD","POTOMAC","MD","20854-3916","71B: Renting Commercial Real Estate"
"ARLINGTON FOREST CLUB INC","ARLINGTON FOREST CLUB","5401 N CARLIN SPRINGS RD ARLINGTON VA 22203-1201","5401 N CARLIN SPRINGS RD","ARLINGTON","VA","22203-1201","58: Personal Services"
"ARLINGTON GARFIELD CONDO  LLC","","","","","","","71A: Renting Residential Property"
"ARLINGTON GATEWAY OWNER LP","WESTIN ARLINGTON GATEWAY","801 N GLEBE RD ARLINGTON VA 22203-1825","801 N GLEBE RD","ARLINGTON","VA","22203-1825","26D: Beer & Wine-On/Off, 562130: Mixed Drinks-151+ Seats, 611: Restaurant, 72: Lodging"
"ARLINGTON HEATING & AIR CONDITIONING INC","ARLINGTON HEATING & AIR CONDITIONING","3516 S FOUR MILE RUN DR ARLINGTON VA 22206-2341","3516 S FOUR MILE RUN DR","ARLINGTON","VA","22206-2341","61: Retail Merchant, 64: Contractors"
"ARLINGTON HEIGHTS PROPERTIES LLC","","2407 COLUMBIA PIKE # 200 ARLINGTON VA 22204-4400","2407 COLUMBIA PIKE","ARLINGTON","VA","22204-4400","591: Parking Garages/Lots, 71B: Renting Commercial Real Estate, 81A: Builders/Developers"
"ARLINGTON HILL BHS INC","","4035 OLD DOMINION DR ARLINGTON VA 22207-3105","4035 OLD DOMINION DR","ARLINGTON","VA","22207-3105","60: Repair Services"
"ARLINGTON HILLCREST INC","ARLINGTON EXXON","4035 OLD DOMINION DR ARLINGTON VA 22207-3105","4035 OLD DOMINION DR","ARLINGTON","VA","22207-3105","61: Retail Merchant, 612: Filling Station"
"ARLINGTON HISTORICAL SOCIETY INC","","1805 S ARLINGTON RIDGE RD ARLINGTON VA 22202-1628","1805 S ARLINGTON RIDGE RD","ARLINGTON","VA","22202-1628","61: Retail Merchant"
"ARLINGTON HOME OWNERSHIP MADE EASIER INC","","2300 9TH ST S # 300B ARLINGTON VA 22204-2345","2300 9TH ST S","ARLINGTON","VA","22204-2345","57B: Specialized"
"ARLINGTON HOSPITAL PHYSICIANS ORGANIZATION","","1701 N GEORGE MASON DR ARLINGTON VA 22205-3610","1701 N GEORGE MASON DR","ARLINGTON","VA","22205-3610","59: Business Services"
"ARLINGTON HOSPITALITY CORP","CROWNE PLAZA NATIONAL AIRPORT","1480 CRYSTAL DR ARLINGTON VA 22202-3231","1480 CRYSTAL DR","ARLINGTON","VA","22202-3231","26D: Beer & Wine-On/Off, 562130: Mixed Drinks-151+ Seats, 611: Restaurant, 72: Lodging"
"ARLINGTON HOSPITALITY CORP","CROWNE PLAZA NATIONAL AIRPORT","1480 CRYSTAL DR ARLINGTON VA 22202-3231","1480 CRYSTAL DR","ARLINGTON","VA","22202-3231","26D: Beer & Wine-On/Off, 562130: Mixed Drinks-151+ Seats, 611: Restaurant, 72: Lodging"
"ARLINGTON HOST LIONS CHARITIES INC","ARLINGTON HOST LIONS","6045 WILSON BLVD # 300 ARLINGTON VA 22205-1546","6045 WILSON BLVD","ARLINGTON","VA","22205-1546","38002: Peddlers - Non-Profit Other"
"ARLINGTON HOTEL ASSOCIATES LLC","RESIDENCE INN COURTHOUSE","1401 N ADAMS ST ARLINGTON VA 22201-3337","1401 N ADAMS ST","ARLINGTON","VA","22201-3337","72: Lodging"
"ARLINGTON HOTEL HOLDINGS INC","ARLINGTON COURT SUITES HOTEL","1200 N COURTHOUSE RD ARLINGTON VA 22201-2407","1200 N COURTHOUSE RD","ARLINGTON","VA","22201-2407","26D: Beer & Wine-On/Off, 50003: Coin Operated Mach(=3), 562130: Mixed Drinks-151+ Seats, 611: Restaurant, 72: Lodging"
"ARLINGTON HOUSING PARTNERS I LLC","","","","","","","71A: Renting Residential Property"
"ARLINGTON INVESTMENT HOLDINGS LLC","","4784 LEE HWY ARLINGTON VA 22207-2528","4784 LEE HWY","ARLINGTON","VA","22207-2528","81A: Builders/Developers"
"ARLINGTON JAYCEES INC","ARLINGTON JAYCEES","818 N DANVILLE ST ARLINGTON VA 22201-1920","818 N DANVILLE ST","ARLINGTON","VA","22201-1920","381000: Show & Sale - Non-Profit"
"ARLINGTON LATIN MARKET","ARLINGTON MERCADO LATINO","4807 COLUMBIA PIKE # A ARLINGTON VA 22204-3010","4807 COLUMBIA PIKE","ARLINGTON","VA","22204-3010","61: Retail Merchant"
"ARLINGTON LEE LLC","LEE HEIGHTS SHOPS","1800 N KENT ST # 100 ARLINGTON VA 22209-2117","1800 N KENT ST","ARLINGTON","VA","22209-2117","71B: Renting Commercial Real Estate"
"ARLINGTON MEDIA INC","","5877 WASHINGTON BLVD # 50463 ARLINGTON VA 22205-8059","5877 WASHINGTON BLVD","ARLINGTON","VA","22205-8059","58: Personal Services"
"ARLINGTON MEDICAL GROUP PC THE","","1635 N GEORGE MASON DR # 480 ARLINGTON VA 22205-3676","1635 N GEORGE MASON DR","ARLINGTON","VA","22205-3676","57A: Professional"
"ARLINGTON METAPHYSICAL CHAPEL","ARLINGTON METAPHYSICAL CHAPEL - BOOKSTORE","5616 WILSON BLVD ARLINGTON VA 22205-1300","5616 WILSON BLVD","ARLINGTON","VA","22205-1300","61: Retail Merchant"
"ARLINGTON MILL LIMITED PARTNERSHIP","","901 S DINWIDDIE ST ARLINGTON VA 22204-2983","901 S DINWIDDIE ST","ARLINGTON","VA","22204-2983","57B: Specialized, 71A: Renting Residential Property"
"ARLINGTON MONTESSORI HOUSE INC","","3809 WASHINGTON BLVD ARLINGTON VA 22201-4514","3809 WASHINGTON BLVD","ARLINGTON","VA","22201-4514","58: Personal Services"
"ARLINGTON MUSCULOSKELETAL CENTER PC","","2501 N GLEBE RD # 101 ARLINGTON VA 22207-3558","2501 N GLEBE RD","ARLINGTON","VA","22207-3558","57A: Professional"
"ARLINGTON NAILS & SPA CORPORATION","","2165 N GLEBE RD ARLINGTON VA 22207-2248","2165 N GLEBE RD","ARLINGTON","VA","22207-2248","58: Personal Services"
"ARLINGTON NEIGHBORHOOD VILLAGES","","2666 MILITARY RD ARLINGTON VA 22207-5118","2666 MILITARY RD","ARLINGTON","VA","22207-5118","58: Personal Services"
"ARLINGTON NUTRITION CORNER LLC","","820 N POLLARD ST RETAIL # 3 ARLINGTON VA 22203-1775","820 N POLLARD ST RETAIL","ARLINGTON","VA","22203-1775","61: Retail Merchant"
"ARLINGTON NV LLC","MASSAGE ENVY POTOMAC YARD","3600 S GLEBE RD # 120 ARLINGTON VA 22202-5604","3600 S GLEBE RD","ARLINGTON","VA","22202-5604","58: Personal Services, 61: Retail Merchant"
"ARLINGTON OPTIMIST CLUB","","9324 SIBELIUS DR VIENNA VA 22182-1631","9324 SIBELIUS DR","VIENNA","VA","22182-1631","38002: Peddlers - Non-Profit Other"
"ARLINGTON ORAL & MAXILLOFACIAL SURGERY PLLC","","3801 FAIRFAX DR # 20 ARLINGTON VA 22203-1762","3801 FAIRFAX DR","ARLINGTON","VA","22203-1762","57A: Professional"
"ARLINGTON OSTEOPATHIC GENERAL PRACTICE PC","","2517 N GLEBE RD ARLINGTON VA 22207-3524","2517 N GLEBE RD","ARLINGTON","VA","22207-3524","57A: Professional"
"ARLINGTON PANCAKES INC","I HOP","935 N STAFFORD ST ARLINGTON VA 22203-1812","935 N STAFFORD ST","ARLINGTON","VA","22203-1812","611: Restaurant"
"ARLINGTON PARTNERSHIP FOR AFFORDABLE HOUSING","","4318 N CARLIN SPRINGS RD ARLINGTON VA 22203-2038","4318 N CARLIN SPRINGS RD","ARLINGTON","VA","22203-2038","381000: Show & Sale - Non-Profit"
"ARLINGTON PEDIATRIC CENTER INC","","601 S CARLIN SPRINGS RD ARLINGTON VA 22204-1044","601 S CARLIN SPRINGS RD","ARLINGTON","VA","22204-1044","57A: Professional"
"ARLINGTON PLAZA LLC","","2000 15TH ST N ARLINGTON VA 22201-2626","2000 15TH ST N","ARLINGTON","VA","22201-2626","71B: Renting Commercial Real Estate"
"ARLINGTON PREMIER REALTY LLC","ARLINGTON PREMIER REALTY","2001 15TH ST N # 1405 ARLINGTON VA 22201-2604","2001 15TH ST N","ARLINGTON","VA","22201-2604","571B: Real Estate Broker"
"ARLINGTON PRIMARY CARE ASSOCIATES LLC","","611 S CARLIN SPRINGS RD # 309 ARLINGTON VA 22204-1086","611 S CARLIN SPRINGS RD","ARLINGTON","VA","22204-1086","71B: Renting Commercial Real Estate"
"ARLINGTON PRIMARY CARE PC","","1635 N GEORGE MASON DR # 490 ARLINGTON VA 22205-3671","1635 N GEORGE MASON DR","ARLINGTON","VA","22205-3671","57A: Professional"
"ARLINGTON PROPERTY MANAGEMENT LC","","5539 LEE HWY ARLINGTON VA 22207-1613","5539 LEE HWY","ARLINGTON","VA","22207-1613","71A: Renting Residential Property"
"ARLINGTON PSYCHIATRIC GROUP PC","","1715 N GEORGE MASON DR # 104 ARLINGTON VA 22205-3639","1715 N GEORGE MASON DR","ARLINGTON","VA","22205-3639","57A: Professional"
"ARLINGTON RADIOLOGY INC","","3833 FAIRFAX DR # 110 ARLINGTON VA 22203-1773","3833 FAIRFAX DR","ARLINGTON","VA","22203-1773","57A: Professional"
"ARLINGTON REALTY INC","","764 23RD ST S ARLINGTON VA 22202-2420","764 23RD ST S","ARLINGTON","VA","22202-2420","571B: Real Estate Broker"
"ARLINGTON RIDGE (E&A) LLC","ARLINGTON RIDGE","7200 WISCONSIN AVE # 400 BETHESDA MD 20814-4863","7200 WISCONSIN AVE","BETHESDA","MD","20814-4863","71B: Renting Commercial Real Estate"
"ARLINGTON RIDGE CONSTRUCTION GROUP INC","","4196 MERCHANT PLZ LAKE RIDGE VA 22192-5085","4196 MERCHANT PLZ","LAKE RIDGE","VA","22192-5085","64: Contractors"
"ARLINGTON ROOFING CO INC","ARLINGTON ROOFING CO.","2111 WILSON BLVD # 700 ARLINGTON VA 22201-3052","2111 WILSON BLVD","ARLINGTON","VA","22201-3052","64: Contractors"
"ARLINGTON ROOFTOP BAR & GRILL INC","ARLINGTON ROOFTOP BAR & GRILL INC","2424 WILSON BLVD ARLINGTON VA 22201-3399","2424 WILSON BLVD","ARLINGTON","VA","22201-3399","26D: Beer & Wine-On/Off, 562120: Mixed Drinks-101-150 Seats, 611: Restaurant"
"ARLINGTON SB LLC","THE SHOE BOX","1100 S HAYES ST # J08 ARLINGTON VA 22202-4907","1100 S HAYES ST","ARLINGTON","VA","22202-4907","61: Retail Merchant"
"ARLINGTON SCIENCE FOCUS PTA","","1501 N LINCOLN ST ARLINGTON VA 22201-4944","1501 N LINCOLN ST","ARLINGTON","VA","22201-4944","381000: Show & Sale - Non-Profit"
"ARLINGTON SLEEP MEDICINE LTD","","3833 FAIRFAX DR # 360 ARLINGTON VA 22203-1774","3833 FAIRFAX DR","ARLINGTON","VA","22203-1774","57A: Professional"
"ARLINGTON SMILE CENTER LLC","","6950 FAIRFAX DR ARLINGTON VA 22213-1012","6950 FAIRFAX DR","ARLINGTON","VA","22213-1012","57A: Professional"
"ARLINGTON SMILES PC","WESTOVER DENTISTRY","5730 WASHINGTON BLVD ARLINGTON VA 22205-2913","5730 WASHINGTON BLVD","ARLINGTON","VA","22205-2913","57A: Professional"
"ARLINGTON SOCCER ASSOCIATION INC","","5210 WILSON BLVD ARLINGTON VA 22205-1114","5210 WILSON BLVD","ARLINGTON","VA","22205-1114","381000: Show & Sale - Non-Profit"
"ARLINGTON SOUTH LION'S CLUB","","950 S GEORGE MASON DR ARLINGTON VA 22204-1557","950 S GEORGE MASON DR","ARLINGTON","VA","22204-1557","38002: Peddlers - Non-Profit Other"
"ARLINGTON SPORTS INC","","","","","","","381000: Show & Sale - Non-Profit"
"ARLINGTON SQUARE FINANCING LLC","","2350 26TH CT S ARLINGTON VA 22206-3000","2350 26TH CT S","ARLINGTON","VA","22206-3000","591: Parking Garages/Lots, 71A: Renting Residential Property, 71B: Renting Commercial Real Estate, 81A: Builders/Developers"
"ARLINGTON STREET PEOPLES ASSISTANCE NETWORK INC","A-SPAN","2020-A 14TH ST N ARLINGTON VA 22201","2020-A 14TH ST N","ARLINGTON","VA","22201-0000","57B: Specialized"
"ARLINGTON TAX PREPARATION LLC","LIBERTY TAX SERVICE","3259 COLUMBIA PIKE ARLINGTON VA 22204-4351","3259 COLUMBIA PIKE","ARLINGTON","VA","22204-4351","57B: Specialized"
"ARLINGTON TEMPLE UNITED METHODIST CHURCH","","","","","","","71B: Renting Commercial Real Estate"
"ARLINGTON THERAPY INC","SHIRLINGTON THERAPY","2249 S SHIRLINGTON RD # C ARLINGTON VA 22206-2536","2249 S SHIRLINGTON RD","ARLINGTON","VA","22206-2536","58: Personal Services"
"ARLINGTON THRIVE INC","AMEN","601 N VERMONT ST ARLINGTON VA 22203-2020","601 N VERMONT ST","ARLINGTON","VA","22203-2020","58: Personal Services"
"ARLINGTON TRAVEL BASEBALL","","","","","","","38002: Peddlers - Non-Profit Other"
"ARLINGTON URGENT CARE LLC","","1701 N GEORGE MASON DR ARLINGTON VA 22205-3610","1701 N GEORGE MASON DR","ARLINGTON","VA","22205-3610","57A: Professional"
"ARLINGTON VAPEZ LLC","MY VAPEZ","5183 LEE HWY # LL ARLINGTON VA 22207-1603","5183 LEE HWY","ARLINGTON","VA","22207-1603","61: Retail Merchant"
"ARLINGTON VENTURE ASSOCIATES, LLC","","1655 FORT MYER DR # 700 ARLINGTON VA 22209-3199","1655 FORT MYER DR","ARLINGTON","VA","22209-3199","59: Business Services"
"ARLINGTON VETERINARY SERVICES INC","ARLINGTON ANIMAL HOSPITAL","2624 COLUMBIA PIKE ARLINGTON VA 22204-4410","2624 COLUMBIA PIKE","ARLINGTON","VA","22204-4410","57A: Professional, 58: Personal Services"
"ARLINGTON VILLAGE ASSOCIATES","","3400 IDAHO AVE NW # 500 WASHINGTON DC 20016-3046","3400 IDAHO AVE NW","WASHINGTON","DC","20016-3046","71B: Renting Commercial Real Estate"
"ARLINGTON VOA ALR OPERATING INC","MARY MARSHALL RESIDENCE","2000 5TH ST S ARLINGTON VA 22204-1902","2000 5TH ST S","ARLINGTON","VA","22204-1902","58: Personal Services"
"ARLINGTON WATCH WORKS LLC","","3127 WILSON BLVD ARLINGTON VA 22201-4419","3127 WILSON BLVD","ARLINGTON","VA","22201-4419","60: Repair Services"
"ARLINGTON WOMEN'S CENTER PLLC","","1625 N GEORGE MASON DR # 325 ARLINGTON VA 22205-3690","1625 N GEORGE MASON DR","ARLINGTON","VA","22205-3690","57A: Professional"
"ARLINGTON YELLOW CAB CO INC","YELLOW CAB OF ARLINGTON","3251 WASHINGTON BLVD ARLINGTON VA 22201-4415","3251 WASHINGTON BLVD","ARLINGTON","VA","22201-4415","59: Business Services, 612: Filling Station"
"ARLINGTONIANS FOR A CLEAN ENVIRONMENT","","3308 S STAFFORD ST ARLINGTON VA 22206-1904","3308 S STAFFORD ST","ARLINGTON","VA","22206-1904","57B: Specialized"
"ARLS LLC","CAPS CAFE / SUPERFD MARKET","627 N GLEBE RD # 800 ARLINGTON VA 22203-2144","627 N GLEBE RD","ARLINGTON","VA","22203-2144","611: Restaurant"
"ARMA GLOBAL CORPORATION","","13857 MCLEAREN RD HERNDON VA 20171-3210","13857 MCLEAREN RD","HERNDON","VA","20171-3210","57B: Specialized"
"ARMAN LLC","","3433 MALBROOK DR FALLS CHURCH VA 22044-1110","3433 MALBROOK DR","FALLS CHURCH","VA","22044-1110","71A: Renting Residential Property"
"ARMCOR.COM LLC","","1001 19TH ST N # 1200 ARLINGTON VA 22209-1710","1001 19TH ST N","ARLINGTON","VA","22209-1710","57B: Specialized"
"ARMED FORCES SERVICES CORPORATION","","PENTAGON WASHINGTON DC 20001","PENTAGON","WASHINGTON","DC","20001-0000","57B: Specialized"
"ARMINCO INC","","45449 SEVERN WAY # 155 STERLING VA 20166-8918","45449 SEVERN WAY","STERLING","VA","20166-8918","64: Contractors"
"ARMITAGE INTERNATIONAL LC","","2300 CLARENDON BLVD # 601 ARLINGTON VA 22201-3392","2300 CLARENDON BLVD","ARLINGTON","VA","22201-3392","57B: Specialized"
"ARMY NAVY COUNTRY CLUB","","1700 ARMY NAVY DR ARLINGTON VA 22202-1640","1700 ARMY NAVY DR","ARLINGTON","VA","22202-1640","26D: Beer & Wine-On/Off, 562200: Mixed Drinks-Private Club, 58: Personal Services, 611: Restaurant"
